Date,Latitude,Longitude,Temperature_C,Humidity_%,AOD,Fires_Nearby,PM2.5,CO,AQI
2025-06-19,11.3013,90.8894,32.1,87.6,0.358,5,44.7,6.78,50
2025-06-05,18.0115,68.9052,28.6,86.3,0.529,0,34.9,9.61,50
2025-06-11,22.7149,96.0391,30.4,67.9,0.886,2,74.8,14.9,100
2025-06-15,33.3525,83.2713,34.0,75.8,0.138,2,35.6,2.82,50
2025-06-01,22.3129,76.7951,35.3,32.3,0.98,2,107.7,20.92,200
2025-06-19,28.3655,78.5149,31.4,70.5,0.994,2,107.1,22.02,200
2025-06-02,36.7917,69.9258,22.4,63.3,0.638,0,56.3,12.64,100
2025-06-11,11.8132,96.6911,27.2,26.4,0.398,3,46.5,10.03,50
2025-06-30,15.9672,69.1395,36.5,27.9,0.301,1,51.2,3.15,100
2025-06-09,19.4427,86.9923,18.3,27.6,0.349,0,10.0,7.29,50
2025-06-16,20.233,80.8393,37.9,70.7,0.145,3,31.4,6.91,50
2025-06-20,19.9196,95.5186,34.6,29.9,0.528,1,45.7,11.99,50
2025-06-06,34.3207,75.134,38.6,52.7,0.152,1,17.2,2.05,50
2025-06-06,28.7069,83.4305,31.0,45.0,0.747,4,73.2,17.28,100
2025-06-21,25.6293,81.9883,21.7,58.5,0.435,1,14.0,11.93,50
2025-06-20,16.9718,88.3831,34.2,69.5,0.279,4,26.4,8.72,50
2025-06-20,31.8899,69.9723,38.4,67.9,0.59,2,49.9,13.99,50
2025-06-24,35.6968,73.6199,36.6,56.1,0.976,2,107.3,18.95,200
2025-06-09,31.8148,74.2224,28.7,52.5,0.726,1,87.1,14.3,100
2025-06-21,8.0454,89.4064,32.4,47.8,0.543,2,58.2,11.72,100
2025-06-18,26.4556,73.485,29.3,80.3,0.799,0,79.2,19.59,100
2025-06-17,9.4829,84.6313,27.9,43.2,0.764,1,69.7,13.95,100
2025-06-05,15.4706,74.2421,36.8,38.2,0.903,7,110.3,22.08,200
2025-06-05,9.7262,92.9871,26.0,72.0,0.284,4,21.9,9.03,50
2025-06-13,25.5101,95.3234,27.5,45.2,0.873,2,72.6,19.94,100
2025-06-04,27.9111,83.0363,26.5,79.3,0.371,0,33.5,6.92,50
2025-06-21,11.3201,78.217,24.5,43.0,0.947,4,102.0,20.29,200
2025-06-21,19.1313,74.7877,32.7,69.1,0.353,2,25.1,11.92,50
2025-06-17,21.2309,69.4436,37.8,23.2,0.934,2,95.7,19.14,100
2025-06-13,18.7025,75.7865,31.1,47.0,0.967,1,97.3,19.0,100
2025-06-28,11.5097,86.9728,24.5,44.0,0.231,3,11.3,7.98,50
2025-06-15,20.1495,83.4749,36.2,77.2,0.977,3,111.2,21.3,200
2025-06-08,29.7842,95.3772,40.4,87.7,0.177,1,23.5,1.44,50
2025-06-17,10.0592,79.492,28.8,52.3,0.297,2,22.6,8.9,50
2025-06-20,10.3252,88.122,29.6,77.7,0.5,1,49.9,9.7,50
2025-06-24,18.2884,82.1904,34.6,69.0,0.994,0,107.2,19.06,200
2025-06-23,35.31,82.8647,40.1,87.7,0.54,4,95.2,18.12,100
2025-06-23,27.3886,75.7655,29.4,76.8,0.595,1,66.4,11.93,100
2025-06-29,27.6814,81.1936,25.3,25.4,0.725,4,50.0,16.63,50
2025-06-11,18.4957,81.6528,35.2,69.9,0.971,3,94.7,22.75,100
2025-06-25,25.2162,88.4926,36.0,57.5,0.805,1,75.9,14.74,100
2025-06-22,8.2938,95.2786,32.0,21.2,0.302,3,49.3,8.66,50
2025-06-30,26.4468,77.5503,29.2,37.6,0.373,1,25.4,9.81,50
2025-06-15,34.4853,69.2238,37.0,84.5,0.188,0,35.2,6.41,50
2025-06-21,25.7646,82.3926,34.6,84.8,0.68,2,79.8,15.92,100
2025-06-24,33.3373,83.7894,28.2,75.9,0.263,0,10.0,3.05,50
2025-06-12,28.9952,72.8848,32.2,88.7,0.332,3,32.3,9.01,50
2025-06-25,11.4962,90.0535,25.2,76.5,0.899,2,80.1,16.29,100
2025-06-01,34.1711,96.5629,35.4,20.7,0.394,2,31.7,11.34,50
2025-06-14,9.9269,95.4275,30.7,40.1,0.61,2,79.9,15.35,100
2025-06-18,23.4851,73.7161,29.8,22.1,0.458,4,47.2,11.61,50
2025-06-28,12.122,93.3855,31.8,26.6,0.167,0,35.3,3.71,50
2025-06-23,8.3395,88.4303,32.2,35.3,0.427,0,68.1,8.52,100
2025-06-22,20.239,81.1616,36.5,55.2,0.467,2,58.0,10.29,100
2025-06-21,16.5562,83.6777,35.0,79.3,0.906,3,101.8,21.56,200
2025-06-29,22.094,92.6384,31.2,80.3,0.392,3,33.1,8.72,50
2025-06-08,24.7388,81.9239,35.8,63.1,0.441,1,66.1,13.7,100
2025-06-03,9.2684,78.823,34.0,85.0,0.805,1,86.0,16.95,100
2025-06-19,11.5671,82.3042,29.9,55.0,0.783,0,73.9,18.14,100
2025-06-20,24.2006,84.7948,31.4,82.2,0.818,2,76.2,14.05,100
2025-06-11,17.9519,73.4833,31.3,51.8,0.958,2,98.5,19.01,100
2025-06-23,29.146,94.1263,34.5,39.4,0.816,4,94.6,20.15,100
2025-06-10,26.9165,87.5514,30.2,84.1,0.467,3,49.0,11.49,50
2025-06-22,32.5225,86.3648,30.0,47.2,0.839,0,88.5,16.84,100
2025-06-19,28.0823,70.8854,41.8,55.2,0.558,2,71.3,14.28,100
2025-06-04,20.468,85.521,36.7,43.0,0.35,2,50.1,12.24,100
2025-06-28,27.516,71.5079,28.2,66.4,0.373,1,39.3,5.65,50
2025-06-11,15.9861,70.2822,34.9,89.7,0.301,5,49.6,10.52,50
2025-06-21,16.8831,83.292,32.6,21.8,0.23,0,35.0,3.72,50
2025-06-22,30.8806,79.6808,34.0,83.0,0.266,0,34.1,7.03,50
2025-06-08,20.9462,85.0755,32.7,20.3,0.157,3,23.9,3.73,50
2025-06-14,31.153,70.5874,37.9,45.5,0.9,2,90.3,20.06,100
2025-06-28,31.8502,80.4985,33.7,31.8,0.938,3,112.1,21.5,200
2025-06-25,32.8693,73.0688,31.7,73.0,0.628,3,62.9,12.67,100
2025-06-20,34.5824,96.6259,37.2,23.5,0.856,1,95.2,16.67,100
2025-06-15,20.4986,84.2734,33.2,58.7,0.265,4,26.5,6.92,50
2025-06-05,17.2471,87.9357,32.6,40.6,0.912,4,86.2,16.99,100
2025-06-26,24.8838,77.4371,33.6,29.4,0.556,0,52.8,12.03,100
2025-06-19,18.764,70.7474,31.5,74.0,0.16,3,10.0,7.65,50
2025-06-20,25.4312,96.3003,32.0,35.2,0.227,5,23.3,4.52,50
2025-06-04,28.462,76.3015,29.1,35.7,0.378,2,44.8,9.88,50
2025-06-04,27.9637,80.2904,28.2,39.3,0.139,0,11.0,3.47,50
2025-06-01,18.862,86.8461,27.0,61.1,0.378,1,39.9,6.68,50
2025-06-25,12.8389,68.7162,25.0,66.2,0.154,1,12.7,7.66,50
2025-06-15,20.4854,91.4975,27.6,21.2,0.312,3,23.1,10.04,50
2025-06-24,12.1352,83.5608,31.1,36.9,0.339,1,47.9,9.76,50
2025-06-22,33.8128,76.0683,32.5,50.2,0.995,0,113.2,19.98,200
2025-06-08,18.0304,69.7866,30.6,43.2,0.312,2,40.3,4.22,50
2025-06-26,12.4793,72.7125,20.2,81.9,0.315,2,21.0,7.64,50
2025-06-10,8.738,93.956,39.9,75.1,0.718,0,83.3,14.11,100
2025-06-15,26.7288,87.8947,37.4,63.8,0.873,2,95.0,20.5,100
2025-06-23,26.4702,75.2471,34.2,43.7,0.448,3,50.8,9.28,100
2025-06-01,17.8775,69.9024,41.5,69.0,0.888,0,119.8,20.43,200
2025-06-27,10.0796,88.0278,27.1,79.1,0.406,1,47.4,7.38,50
2025-06-06,19.8792,84.5998,41.4,61.6,0.277,2,30.4,7.95,50
2025-06-12,17.0253,79.7311,27.2,74.9,0.397,1,38.1,6.95,50
2025-06-22,27.6365,78.5447,33.2,72.4,0.648,0,44.7,12.88,50
2025-06-15,25.5676,74.2876,25.6,60.0,0.43,1,32.0,6.43,50
2025-06-10,18.5732,87.4187,32.1,41.9,0.706,1,67.0,14.77,100
2025-06-14,14.3189,96.1494,33.9,72.2,0.313,2,42.7,5.24,50
2025-06-13,36.653,73.0957,31.2,34.5,0.731,1,64.0,16.23,100
2025-06-09,21.166,85.3164,35.6,74.6,0.413,5,34.4,12.15,50
2025-06-06,27.96,80.3014,32.5,76.3,0.51,3,49.8,11.68,50
2025-06-04,12.076,80.954,29.4,77.6,0.602,1,59.2,11.23,100
2025-06-27,22.0821,75.3703,29.2,53.1,0.718,2,53.2,16.17,100
2025-06-24,8.7986,91.9289,36.1,33.5,0.315,3,52.0,9.7,100
2025-06-17,22.6582,82.0724,28.7,27.0,0.852,2,81.2,17.7,100
2025-06-01,35.9565,83.7588,36.6,72.0,0.75,3,85.2,15.64,100
2025-06-15,19.142,76.8381,38.1,82.0,0.311,3,54.3,5.2,100
2025-06-13,9.1309,73.2724,23.7,65.6,0.977,3,80.9,21.48,100
2025-06-15,8.8977,70.4914,37.7,30.1,0.698,2,96.2,17.08,100
2025-06-19,19.2516,88.7095,42.3,85.4,0.507,1,69.2,13.5,100
2025-06-26,12.6407,73.6908,33.3,89.2,0.242,2,37.1,6.31,50
2025-06-19,8.6772,88.0122,35.0,50.3,0.58,0,69.9,8.8,100
2025-06-12,29.9302,79.3209,37.2,61.6,0.248,2,42.5,5.02,50
2025-06-11,21.2972,80.0575,30.6,74.4,0.487,2,50.4,13.08,100
2025-06-14,16.3881,81.6061,32.9,71.5,0.468,1,46.5,11.5,50
2025-06-26,34.1024,78.6635,25.4,87.7,0.748,2,87.3,13.89,100
2025-06-06,11.368,70.918,32.7,28.0,0.273,2,31.1,10.41,50
2025-06-05,35.7216,76.9793,34.5,60.7,0.84,2,79.8,15.64,100
2025-06-15,17.105,87.2483,34.6,68.4,0.394,4,61.0,9.1,100
2025-06-17,33.7637,87.3077,37.3,82.3,0.5,2,57.8,12.01,100
2025-06-11,25.4853,76.3005,28.1,81.2,0.795,3,59.4,17.24,100
2025-06-05,31.9745,81.343,29.3,88.5,0.663,1,57.0,13.11,100
2025-06-09,36.5364,73.61,41.5,55.8,0.377,3,35.4,9.07,50
2025-06-06,16.3638,74.1008,31.2,78.2,0.448,1,38.8,11.51,50
2025-06-28,35.8729,68.6684,33.0,49.9,0.375,2,59.6,12.35,100
2025-06-27,19.295,94.0056,31.7,49.6,0.635,0,70.6,13.31,100
2025-06-15,19.1798,74.1105,27.9,37.7,0.399,2,36.7,7.72,50
2025-06-10,17.8712,74.5985,40.1,77.3,0.753,2,84.7,16.27,100
2025-06-05,23.7008,76.1084,29.4,89.0,0.622,0,59.9,16.39,100
2025-06-08,12.4702,71.6948,26.4,37.9,0.231,2,28.8,7.24,50
2025-06-25,24.0576,86.5386,29.7,23.9,0.379,0,19.2,10.26,50
2025-06-08,23.7094,70.1791,22.0,77.1,0.299,2,47.3,8.64,50
2025-06-21,30.0952,71.8919,28.7,63.4,0.451,5,34.3,13.4,50
2025-06-18,32.1758,86.6979,27.2,87.2,0.564,1,49.7,11.87,50
2025-06-03,20.7728,77.8502,35.1,37.7,0.556,2,61.7,15.0,100
2025-06-25,16.7677,88.5305,28.6,25.0,0.779,3,73.9,11.42,100
2025-06-18,15.5207,84.1653,36.4,54.5,0.27,2,29.9,7.54,50
2025-06-15,13.6441,75.4246,39.0,26.0,0.952,1,117.4,20.5,200
2025-06-29,9.6718,86.874,35.9,38.3,0.409,1,61.2,6.94,100
2025-06-03,17.931,71.3719,30.9,28.8,0.37,1,47.9,8.59,50
2025-06-25,15.8372,83.5559,32.7,35.7,0.717,0,76.6,15.53,100
2025-06-24,36.0261,80.6773,24.4,27.4,0.825,3,68.2,14.54,100
2025-06-24,24.1736,75.7683,31.3,86.8,0.441,0,44.2,9.55,50
2025-06-19,18.071,85.5161,27.7,39.5,0.772,1,72.9,18.54,100
2025-06-07,24.8336,93.2687,35.5,51.1,0.895,0,87.9,21.27,100
2025-06-07,12.0367,96.9682,44.9,82.9,0.79,2,103.1,18.06,200
2025-06-19,20.8773,85.6251,34.5,67.4,0.131,2,37.8,3.46,50
2025-06-09,26.1608,79.7365,22.0,63.3,0.845,1,70.8,19.35,100
2025-06-29,22.178,74.531,30.2,69.4,0.797,2,85.0,15.27,100
2025-06-29,19.6516,75.4558,32.6,78.0,0.702,1,67.5,16.13,100
2025-06-23,36.8216,81.9042,32.4,81.4,0.784,4,90.9,17.61,100
2025-06-05,33.5291,78.6511,28.3,65.0,0.981,1,89.0,22.5,100
2025-06-13,26.0788,94.5006,33.2,82.3,0.488,1,49.5,9.33,50
2025-06-19,24.5119,78.6806,25.8,57.5,0.161,3,15.0,8.18,50
2025-06-13,25.9992,78.8299,27.3,39.4,0.515,3,37.5,14.25,50
2025-06-23,13.8381,79.1225,35.2,81.6,0.142,4,26.3,5.6,50
2025-06-17,19.459,92.262,26.9,57.9,0.365,2,42.4,8.89,50
2025-06-17,9.1443,86.8729,34.7,83.4,0.628,1,71.5,16.49,100
2025-06-09,21.7908,85.8109,25.2,22.8,0.379,2,39.4,12.92,50
2025-06-21,23.7477,77.6901,40.8,47.8,0.717,4,75.0,15.69,100
2025-06-23,14.6047,91.7192,28.1,86.3,0.84,0,85.6,16.23,100
2025-06-14,35.9568,69.1126,30.9,37.5,0.478,1,44.6,12.7,50
2025-06-10,34.3742,93.2531,33.7,85.9,0.91,1,100.4,14.03,200
2025-06-19,28.9422,82.8697,29.2,86.8,0.172,2,31.8,0.5,50
2025-06-20,23.4682,79.5493,32.7,81.7,0.856,2,59.8,16.67,100
2025-06-17,33.2291,82.4179,34.9,59.5,0.846,4,85.7,19.62,100
2025-06-09,11.7889,87.3551,36.8,65.3,0.39,2,26.3,6.67,50
2025-06-17,30.9248,68.3702,36.0,80.9,0.369,1,33.6,5.47,50
2025-06-09,11.6198,93.275,31.1,74.3,0.375,1,34.4,7.13,50
2025-06-09,31.0321,80.9554,31.3,64.1,0.83,2,93.5,20.43,100
2025-06-26,15.9973,77.946,43.7,88.8,0.848,1,113.4,16.77,200
2025-06-08,33.4356,72.0091,36.7,68.0,0.397,5,57.5,12.76,100
2025-06-30,35.3772,80.7445,27.4,88.3,0.633,2,65.0,13.97,100
2025-06-28,12.3151,82.3934,32.5,24.0,0.225,2,12.8,8.7,50
2025-06-04,21.4176,79.7058,30.3,29.7,0.522,1,60.7,10.57,100
2025-06-28,36.4486,87.6811,31.3,51.6,0.999,3,95.1,22.42,100
2025-06-24,22.0188,80.206,25.9,46.9,0.243,1,22.6,5.92,50
2025-06-22,33.0429,95.8811,29.9,74.8,0.953,2,86.0,19.9,100
2025-06-13,25.0732,85.379,41.1,31.2,0.842,0,99.0,18.56,100
2025-06-23,18.8846,91.4169,34.9,88.3,0.975,0,104.2,21.0,200
2025-06-07,16.2877,71.1713,19.5,42.1,0.262,4,13.9,7.82,50
2025-06-11,13.8935,79.5214,38.1,50.0,0.292,0,33.0,2.12,50
2025-06-11,30.0921,77.7686,37.4,39.2,0.115,0,29.2,0.5,50
2025-06-02,19.2097,84.515,30.2,60.6,0.752,1,62.4,13.81,100
2025-06-21,22.827,92.9723,35.6,24.1,0.68,2,93.4,15.19,100
2025-06-21,22.2774,70.2718,27.7,30.5,0.26,3,15.0,6.74,50
2025-06-01,24.7411,70.1047,29.6,72.2,0.812,1,61.0,15.37,100
2025-06-11,33.1017,92.6592,39.5,33.1,0.369,2,50.4,6.86,100
2025-06-30,36.4414,74.1727,30.6,36.5,0.221,4,18.9,7.93,50
2025-06-03,19.8199,87.3938,22.7,75.5,0.48,2,27.9,9.27,50
2025-06-30,31.998,83.7435,31.7,26.5,0.182,1,34.2,0.5,50
2025-06-27,30.1713,92.1539,31.6,50.6,0.337,1,43.6,7.68,50
2025-06-01,24.6323,71.6276,38.0,21.6,0.434,1,60.0,8.22,100
2025-06-19,35.7254,71.7637,32.1,44.3,0.867,2,80.3,19.98,100
2025-06-13,13.8138,84.1477,29.9,68.9,0.813,2,75.9,15.87,100
2025-06-04,11.1687,95.445,37.2,26.3,0.498,1,54.5,10.11,100
2025-06-05,32.7649,80.0349,32.6,82.2,0.752,0,60.8,15.71,100
2025-06-26,20.7353,77.4813,28.2,83.7,0.612,2,61.2,8.96,100
2025-06-19,32.5621,85.594,37.8,27.3,0.407,2,55.8,8.04,100
2025-06-17,33.8996,94.983,33.0,89.4,0.753,2,81.0,14.62,100
2025-06-13,9.8113,92.2709,32.0,40.8,0.715,2,76.8,14.44,100
2025-06-27,33.6205,96.869,32.9,25.9,0.657,2,58.7,13.2,100
2025-06-24,21.0013,68.6545,26.6,20.4,0.656,1,51.6,13.71,100
2025-06-16,22.8025,71.2729,29.4,48.6,0.715,1,67.4,15.26,100
2025-06-09,26.1712,85.6746,32.0,64.1,0.446,3,61.4,11.77,100
2025-06-29,34.8651,91.7967,31.0,43.3,0.882,1,101.3,19.25,200
2025-06-02,8.5544,76.2721,38.4,78.6,0.246,2,42.4,8.39,50
2025-06-28,21.8285,74.9371,33.1,70.2,0.895,2,114.3,20.93,200
2025-06-14,27.9439,90.8223,36.3,44.5,0.408,2,55.3,12.03,100
2025-06-02,28.9585,69.6351,32.0,71.4,0.213,5,30.7,9.3,50
2025-06-07,28.0834,78.7121,37.3,85.8,0.64,0,89.7,11.86,100
2025-06-09,11.8986,82.6685,34.0,26.5,0.438,2,56.8,9.24,100
2025-06-26,16.6825,84.2501,32.1,41.4,0.834,4,103.0,18.31,200
2025-06-16,18.4028,89.1298,31.9,52.4,0.488,1,51.9,12.7,100
2025-06-29,31.3287,78.2905,27.2,54.9,0.702,2,59.6,14.68,100
2025-06-22,16.084,85.7678,34.5,58.0,0.377,1,43.5,9.71,50
2025-06-18,14.1104,84.9759,31.8,41.0,0.289,1,34.0,2.62,50
2025-06-18,35.766,83.8809,29.5,66.7,0.449,1,35.1,5.42,50
2025-06-10,8.257,86.574,37.5,65.2,0.646,0,68.7,15.65,100
2025-06-16,36.9368,75.524,25.7,60.4,0.691,0,58.4,14.97,100
2025-06-26,27.6278,70.4548,29.9,28.0,0.62,2,50.9,15.94,100
2025-06-18,32.0256,71.4589,37.1,53.4,0.989,0,103.7,16.88,200
2025-06-12,16.544,74.5129,33.6,44.9,0.722,2,84.9,15.95,100
2025-06-12,8.4151,82.5057,31.8,54.4,0.938,1,104.4,16.46,200
2025-06-24,29.3982,92.3728,33.3,84.5,0.206,0,11.5,6.08,50
2025-06-08,32.1902,88.3375,32.9,53.6,0.155,6,22.9,6.34,50
2025-06-25,29.4738,90.8822,24.4,21.0,0.38,0,28.9,7.54,50
2025-06-18,12.1427,78.1783,30.3,50.7,0.223,2,33.3,7.39,50
2025-06-11,29.8494,79.735,40.1,77.4,0.573,2,69.8,12.46,100
2025-06-07,30.2988,79.4168,28.7,74.6,0.567,2,42.4,12.27,50
2025-06-04,27.0977,73.5643,30.4,55.9,0.618,1,57.5,10.15,100
2025-06-07,30.2174,69.7753,29.3,37.5,0.771,2,64.1,19.3,100
2025-06-20,32.5317,85.1366,31.6,52.6,0.974,1,77.2,20.39,100
2025-06-11,25.7945,96.6873,29.1,59.5,0.89,2,87.1,20.04,100
2025-06-15,10.5695,72.8381,34.4,90.0,0.207,2,32.5,2.6,50
2025-06-06,22.1412,69.3539,33.0,65.1,0.405,3,46.9,12.56,50
2025-06-21,10.2518,90.6064,35.9,68.6,0.33,1,29.0,7.6,50
2025-06-14,19.8187,75.325,26.7,54.4,0.259,2,10.0,9.79,50
2025-06-01,19.8061,92.0597,30.3,44.8,0.59,1,61.6,14.47,100
2025-06-01,9.9143,88.4142,30.9,76.9,0.598,2,78.1,8.23,100
2025-06-22,18.1158,95.4245,34.3,54.6,0.305,3,49.9,9.31,50
2025-06-17,11.2189,79.8589,28.0,89.6,0.741,3,68.2,18.3,100
2025-06-06,31.4388,87.1971,36.6,52.0,0.76,0,88.0,16.61,100
2025-06-18,35.483,81.4808,37.9,24.8,0.119,5,32.9,5.43,50
2025-06-25,10.0972,86.2871,27.1,67.8,0.456,4,39.8,10.86,50
2025-06-16,35.6983,81.0384,29.5,23.3,0.901,0,75.9,18.08,100
2025-06-29,23.1547,73.4703,29.3,37.5,0.568,2,27.6,15.28,50
2025-06-21,16.6874,82.729,45.2,44.8,0.413,3,65.9,12.82,100
2025-06-27,10.229,83.3289,29.9,71.8,0.328,1,30.7,6.82,50
2025-06-22,22.5181,91.5075,40.4,54.6,0.319,5,30.4,7.42,50
2025-06-28,31.041,89.3301,25.7,22.0,0.19,3,10.0,7.95,50
2025-06-18,28.5055,87.25,27.1,63.2,0.836,1,76.6,19.17,100
2025-06-28,9.4566,71.2882,28.6,48.8,0.178,1,10.2,4.58,50
2025-06-19,10.1142,88.8979,27.8,84.5,0.363,2,47.3,6.43,50
2025-06-18,19.6833,82.5088,30.7,55.0,0.141,4,29.3,1.56,50
2025-06-06,16.5634,93.9289,28.5,69.6,0.803,2,69.6,18.66,100
2025-06-07,14.7391,94.6763,27.9,35.3,0.135,1,25.4,2.18,50
2025-06-18,16.1491,69.5995,37.8,73.3,0.377,2,65.6,7.47,100
2025-06-16,31.301,91.7986,38.1,70.5,0.616,3,76.7,14.76,100
2025-06-12,34.9476,69.0932,36.7,83.3,0.469,1,47.6,8.89,50
2025-06-29,19.748,78.6479,34.6,22.4,0.354,2,43.5,7.17,50
2025-06-10,34.2772,83.7267,32.5,51.3,0.348,5,17.3,8.1,50
2025-06-19,17.3234,72.2949,29.5,67.5,0.818,0,75.2,17.78,100
2025-06-06,21.8167,89.6431,27.2,26.7,0.977,2,96.2,18.66,100
2025-06-10,14.5548,68.2423,33.8,48.7,0.413,0,50.9,5.31,100
2025-06-29,26.5738,72.8894,26.1,86.0,0.135,0,10.0,0.8,50
2025-06-20,36.3905,84.8431,27.0,50.5,0.133,0,10.0,5.54,50
2025-06-18,25.5013,88.7172,37.8,89.0,0.783,2,79.8,15.5,100
2025-06-13,18.3766,94.5826,41.5,24.0,0.597,1,91.0,13.42,100
2025-06-04,26.7867,88.4594,34.0,70.2,0.805,3,101.0,16.98,200
2025-06-29,11.5647,87.4816,37.5,60.7,0.728,2,91.2,15.17,100
2025-06-01,33.7711,79.4359,30.8,55.0,0.917,2,90.2,22.09,100
2025-06-22,22.5894,68.0372,25.3,88.0,0.897,2,74.4,19.19,100
2025-06-16,21.0311,71.4846,35.1,29.1,0.809,5,97.0,22.01,100
2025-06-09,24.9901,83.5021,34.8,82.7,0.528,4,61.8,16.44,100
2025-06-18,26.1187,87.5788,32.4,68.4,0.377,4,31.3,12.71,50
2025-06-25,10.0815,80.106,30.8,38.1,0.556,1,67.4,10.58,100
2025-06-30,27.7959,89.1897,36.8,83.1,0.552,0,60.9,11.39,100
2025-06-18,15.016,83.134,27.1,50.1,0.649,2,51.9,16.95,100
2025-06-19,28.7046,70.1511,28.1,77.0,0.267,7,33.3,10.43,50
2025-06-09,31.8535,73.5685,27.0,47.2,0.69,1,56.6,16.63,100
2025-06-06,31.3148,92.3599,32.4,79.6,0.511,1,56.0,13.22,100
2025-06-03,24.0225,89.0225,26.6,64.6,0.658,2,73.5,16.77,100
2025-06-19,23.0849,93.9481,28.6,29.9,0.316,1,41.3,4.86,50
2025-06-13,12.1434,71.4092,28.5,65.5,0.491,1,50.3,10.22,100
2025-06-10,30.485,96.7165,30.7,33.4,0.289,0,18.2,4.5,50
2025-06-30,15.8709,74.0728,24.6,48.8,0.888,1,75.7,18.04,100
2025-06-16,22.4042,68.3416,32.4,31.9,0.539,0,81.7,11.21,100
2025-06-24,16.2439,96.9253,38.2,21.5,0.302,2,52.0,7.26,100
2025-06-01,11.881,76.1511,32.7,34.8,0.137,6,15.4,4.57,50
2025-06-13,26.2572,87.3726,39.7,57.5,0.708,1,72.8,12.14,100
2025-06-03,9.5756,73.1238,38.7,53.7,0.293,7,23.4,6.32,50
2025-06-20,29.7107,84.8266,35.9,55.1,0.991,1,120.1,23.98,200
2025-06-19,17.21,94.217,32.4,37.3,0.58,2,74.0,15.08,100
2025-06-24,8.0039,77.2853,32.1,68.0,0.36,1,38.8,8.39,50
2025-06-19,22.8227,87.4374,35.8,69.3,0.692,4,73.8,10.13,100
2025-06-27,9.3587,73.4492,30.0,45.1,0.348,3,46.1,6.82,50
2025-06-30,16.0089,86.1191,22.6,81.7,0.838,2,57.9,18.76,100
2025-06-02,28.5023,77.7571,34.5,65.1,0.377,1,64.4,9.74,100
2025-06-16,9.818,74.125,26.3,69.9,0.989,3,100.7,20.66,200
2025-06-15,32.3408,77.0823,27.2,39.4,0.645,3,47.8,15.51,50
2025-06-15,8.1108,73.1864,32.0,20.0,0.86,2,96.9,18.01,100
2025-06-02,15.1579,94.1556,31.5,80.6,0.166,2,12.0,6.59,50
2025-06-22,29.4862,79.5184,24.9,77.6,0.413,3,20.3,9.69,50
2025-06-18,17.1718,75.1131,32.8,28.6,0.764,4,88.4,17.14,100
2025-06-06,10.9549,81.0038,36.8,46.2,0.69,3,68.2,14.3,100
2025-06-08,18.4468,77.2955,26.4,66.3,0.275,3,10.0,8.51,50
2025-06-17,15.8414,89.5882,38.4,65.6,0.421,4,59.5,11.25,100
2025-06-04,32.4386,96.1654,24.2,80.2,0.337,3,24.0,5.93,50
2025-06-10,17.0871,80.703,42.6,29.8,0.652,2,94.2,14.82,100
2025-06-22,30.879,92.97,29.9,50.1,0.41,2,37.8,9.57,50
2025-06-17,33.8643,84.41,32.7,26.8,0.378,3,37.9,10.99,50
2025-06-08,20.5807,72.5598,22.5,47.3,0.287,2,10.0,6.56,50
2025-06-19,34.3884,88.0281,31.7,21.1,0.468,1,54.4,7.91,100
2025-06-30,18.9422,82.8896,33.1,82.9,0.276,2,32.1,5.62,50
2025-06-01,35.9583,86.8676,31.6,56.9,0.966,1,110.9,23.49,200
2025-06-04,10.5894,93.8009,29.2,79.5,0.239,0,30.3,4.35,50
2025-06-05,27.9236,80.7726,27.3,24.2,0.922,1,91.5,21.01,100
2025-06-13,22.3206,94.1342,37.7,35.9,0.486,1,52.8,7.48,100
2025-06-11,19.2418,89.7694,32.2,38.2,0.44,2,43.1,10.59,50
2025-06-30,26.3486,82.1695,39.7,47.1,0.308,5,50.8,5.59,100
2025-06-01,28.4119,85.4934,29.4,76.2,0.672,1,65.8,14.08,100
2025-06-15,8.1265,77.4419,29.8,47.1,0.717,2,85.6,13.86,100
2025-06-10,12.8416,96.5243,36.1,34.3,0.521,1,74.4,9.07,100
2025-06-29,28.6783,87.3532,23.9,24.5,0.15,4,10.0,2.91,50
2025-06-01,27.3252,69.2716,25.9,25.6,0.927,0,87.5,18.11,100
2025-06-25,36.0154,77.472,37.5,73.2,0.982,1,101.5,16.34,200
2025-06-14,30.0701,86.0761,26.1,51.1,0.488,3,41.9,8.38,50
2025-06-01,35.5724,69.6337,22.9,70.8,0.652,1,64.0,13.73,100
2025-06-24,28.3737,68.6926,41.3,67.8,0.505,1,62.0,7.11,100
2025-06-16,16.6435,81.0507,25.0,29.5,0.39,2,27.8,5.76,50
2025-06-08,11.0556,77.648,32.9,30.0,0.17,0,10.0,6.97,50
2025-06-26,30.6729,80.7107,32.3,72.9,0.51,1,48.8,13.84,50
2025-06-30,26.6803,75.6181,17.9,70.5,0.837,3,71.7,16.58,100
2025-06-15,9.3974,72.7768,30.7,46.5,0.115,3,10.1,4.46,50
2025-06-21,18.4415,87.9852,34.2,25.4,0.624,3,57.2,12.33,100
2025-06-10,35.7472,82.9226,33.8,20.8,0.893,1,97.1,16.8,100
2025-06-12,22.5116,73.8045,36.5,40.2,0.296,3,38.8,1.15,50
2025-06-29,20.5491,77.2681,30.1,20.6,0.265,0,37.9,8.36,50
2025-06-12,21.2733,85.1624,35.6,36.1,0.795,3,86.5,18.51,100
